id;mes;dia_semana;tramo_horario;suma_numero_viajes;suma_duracion_total_viajes;suma_tiempo_medio_trayecto_mn;fecha_creacion;fecha_baja
1758;Noviembre;Lunes;00H - 01H;3104;58744;18.93;19726530;NA
1762;Noviembre;Lunes;04H - 05H;348;4416;12.69;19725330;NA
1774;Noviembre;Lunes;16H - 17H;16360;225892;13.81;19721730;NA
1776;Noviembre;Lunes;18H - 19H;18436;275256;14.93;19721130;NA
1783;Noviembre;Martes;00H - 01H;4380;67588;15.43;19719330;NA
1788;Noviembre;Martes;05H - 06H;2372;51332;21.64;19717830;NA
1792;Noviembre;Martes;09H - 10H;15816;203448;12.86;19716630;NA
1794;Noviembre;Martes;11H - 12H;15008;345604;23.03;19716030;NA
1795;Noviembre;Martes;12H - 13H;16792;744268;44.32;19715730;NA
1798;Noviembre;Martes;15H - 16H;22148;284076;12.83;19714830;NA
1799;Noviembre;Martes;16H - 17H;19388;283368;14.62;19714530;NA
1804;Noviembre;Martes;21H - 22H;13252;244800;18.47;19713030;NA
1806;Noviembre;Martes;23H - 24H;5824;135116;23.2;19712430;NA
1808;Noviembre;Miercoles;00H - 01H;4348;82652;19.01;19712130;NA
1814;Noviembre;Miércoles;06H - 07H;3700;56672;15.32;19710330;NA
1820;Noviembre;Miércoles;12H - 13H;15612;942996;60.4;19708530;NA
1823;Noviembre;Miércoles;15H - 16H;24452;304352;12.45;19707630;NA
1828;Noviembre;Miércoles;20H - 21H;20448;278508;13.62;19706130;NA
1833;Noviembre;Jueves;00H - 01H;4104;54700;13.33;19704930;NA
1835;Noviembre;Jueves;02H - 03H;876;13392;15.29;19704330;NA
1839;Noviembre;Jueves;06H - 07H;3148;217312;69.03;19703130;NA
1841;Noviembre;Jueves;08H - 09H;20112;291960;14.52;19702530;NA
1848;Noviembre;Jueves;15H - 16H;20232;247008;12.21;19700430;NA
1849;Noviembre;Jueves;16H - 17H;17688;237152;13.41;19700130;NA
1852;Noviembre;Jueves;19H - 20H;19816;283600;14.31;19699230;NA
1853;Noviembre;Jueves;20H - 21H;16660;220900;13.26;19698930;NA
1856;Noviembre;Jueves;23H - 24H;6712;97656;14.55;19698030;NA
1863;Noviembre;Viernes;05H - 06H;1216;15880;13.06;19696230;NA
1870;Noviembre;Viernes;12H - 13H;11712;672096;57.39;19694130;NA
1875;Noviembre;Viernes;17H - 18H;14660;299504;20.43;19692630;NA
1876;Noviembre;Viernes;18H - 19H;15044;204704;13.61;19692330;NA
1884;Noviembre;Sabado;01H - 02H;5196;88084;16.95;19690230;NA
1885;Noviembre;Sábado;02H - 03H;3828;68384;17.86;19689930;NA
1888;Noviembre;Sábado;05H - 06H;1836;27260;14.85;19689030;NA
1891;Noviembre;Sábado;08H - 09H;4668;77720;16.65;19688130;NA
1895;Noviembre;Sábado;12H - 13H;10996;219932;20.0;19686930;NA
1896;Noviembre;Sábado;13H - 14H;11848;229036;19.33;19686630;NA
1900;Noviembre;Sábado;17H - 18H;11796;180980;15.34;19685430;NA
1901;Noviembre;Sábado;18H - 19H;11892;170668;14.35;19685130;NA
1902;Noviembre;Sábado;19H - 20H;12376;180252;14.56;19684830;NA
1903;Noviembre;Sábado;20H - 21H;11296;165240;14.63;19684530;NA
1906;Noviembre;Sábado;23H - 24H;6504;98348;15.12;19683630;NA
1908;Noviembre;Domingo;00H - 01H;7588;112056;14.77;19683330;NA
1912;Noviembre;Domingo;04H - 05H;2716;38524;14.18;19682130;NA
1916;Noviembre;Domingo;08H - 09H;3828;63284;16.53;19680930;NA
1919;Noviembre;Domingo;11H - 12H;9212;147000;15.96;19680030;NA
1921;Noviembre;Domingo;13H - 14H;10868;185076;17.03;19679430;NA
1925;Noviembre;Domingo;17H - 18H;11216;169876;15.15;19678230;NA
1928;Noviembre;Domingo;20H - 21H;8244;109944;13.34;19677330;NA
1930;Noviembre;Domingo;22H - 23H;6248;99648;15.95;19676730;NA
1934;Diciembre;Lunes;00H - 01H;2612;38736;14.83;19676130;NA
1935;Diciembre;Lunes;01H - 02H;1324;19052;14.39;19675830;NA
1937;Diciembre;Lunes;03H - 04H;384;8120;21.15;19675230;NA
1938;Diciembre;Lunes;04H - 05H;284;3688;12.99;19674930;NA
1939;Diciembre;Lunes;05H - 06H;824;13144;15.95;19674630;NA
1940;Diciembre;Lunes;06H - 07H;2416;49676;20.56;19674330;NA
1941;Diciembre;Lunes;07H - 08H;9492;136228;14.35;19674030;NA
1946;Diciembre;Lunes;12H - 13H;10024;461164;46.01;19672530;NA
1952;Diciembre;Lunes;18H - 19H;14256;255984;17.96;19670730;NA
1959;Diciembre;Martes;00H - 01H;2848;42240;14.83;19668930;NA
1961;Diciembre;Martes;02H - 03H;980;11708;11.95;19668330;NA
1964;Diciembre;Martes;05H - 06H;908;11860;13.06;19667430;NA
1968;Diciembre;Martes;09H - 10H;9104;137940;15.15;19666230;NA
1973;Diciembre;Martes;14H - 15H;13932;183748;13.19;19664730;NA
1985;Diciembre;Miercoles;01H - 02H;1700;27332;16.08;19661430;NA
1990;Diciembre;Miércoles;06H - 07H;2552;39780;15.59;19659930;NA
1991;Diciembre;Miércoles;07H - 08H;9940;171248;17.23;19659630;NA
1994;Diciembre;Miércoles;10H - 11H;8888;123808;13.93;19658730;NA
1995;Diciembre;Miércoles;11H - 12H;9120;209676;22.99;19658430;NA
1998;Diciembre;Miércoles;14H - 15H;16800;206580;12.3;19657530;NA
2001;Diciembre;Miércoles;17H - 18H;15128;240272;15.88;19656630;NA
2002;Diciembre;Miércoles;18H - 19H;15704;264760;16.86;19656330;NA
2003;Diciembre;Miércoles;19H - 20H;15076;217452;14.42;19656030;NA
2004;Diciembre;Miércoles;20H - 21H;12560;242644;19.32;19655730;NA
2005;Diciembre;Miércoles;21H - 22H;8760;114100;13.03;19655430;NA
2006;Diciembre;Miércoles;22H - 23H;6756;87544;12.96;19655130;NA
2009;Diciembre;Jueves;00H - 01H;5508;85600;15.54;19654530;NA
2010;Diciembre;Jueves;01H - 02H;2796;36672;13.12;19654230;NA
2012;Diciembre;Jueves;03H - 04H;1044;13904;13.32;19653630;NA
2018;Diciembre;Jueves;09H - 10H;12064;193164;16.01;19651830;NA
2019;Diciembre;Jueves;10H - 11H;10488;212432;20.25;19651530;NA
2020;Diciembre;Jueves;11H - 12H;10496;317356;30.24;19651230;NA
2022;Diciembre;Jueves;13H - 14H;13780;268200;19.46;19650630;NA
2023;Diciembre;Jueves;14H - 15H;17664;220088;12.46;19650330;NA
2024;Diciembre;Jueves;15H - 16H;14744;183232;12.43;19650030;NA
2028;Diciembre;Jueves;19H - 20H;16236;356492;21.96;19648830;NA
2030;Diciembre;Jueves;21H - 22H;9676;116860;12.08;19648230;NA
2034;Diciembre;Viernes;00H - 01H;5144;72056;14.01;19647330;NA
2036;Diciembre;Viernes;02H - 03H;1876;27248;14.52;19646730;NA
2045;Diciembre;Viernes;11H - 12H;11564;1220720;105.56;19644030;NA
2050;Diciembre;Viernes;16H - 17H;13348;257160;19.27;19642530;NA
2053;Diciembre;Viernes;19H - 20H;15432;205256;13.3;19641630;NA
2055;Diciembre;Viernes;21H - 22H;10140;192704;19.0;19641030;NA
2059;Diciembre;Sabado;00H - 01H;7268;139184;19.15;19640130;NA
2061;Diciembre;Sábado;02H - 03H;3528;85384;24.2;19639530;NA
2062;Diciembre;Sábado;03H - 04H;3500;70352;20.1;19639230;NA
2064;Diciembre;Sábado;05H - 06H;1832;46148;25.19;19638630;NA
2068;Diciembre;Sábado;09H - 10H;6624;85244;12.87;19637430;NA
2071;Diciembre;Sábado;12H - 13H;11132;236884;21.28;19636530;NA
2079;Diciembre;Sábado;20H - 21H;9560;142932;14.95;19634130;NA
2084;Diciembre;Domingo;00H - 01H;5756;91092;15.83;19632930;NA
2089;Diciembre;Domingo;05H - 06H;1216;20244;16.65;19631430;NA
2093;Diciembre;Domingo;09H - 10H;3388;67800;20.01;19630230;NA
2097;Diciembre;Domingo;13H - 14H;7336;119260;16.26;19629030;NA
